date,title,source,event,trade_date,relative_day,compound,bert_label,bert_score
2023-02-10,“I’m excited to get some competition with him” – Suns star Devin Booker heaps praise onto new teammate Kevin Durant - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,1,0.7184,POSITIVE,0.9977171421051025
2023-02-10,Mikal Bridges on Kevin Durant Deal: ‘I Would Probably Make That Trade Too’ - Sports Illustrated,Sports Illustrated,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9953271150588989
2023-02-10,Inside the downfall of the Nets’ Kevin Durant-Kyrie Irving era - The Guam Daily Post,The Guam Daily Post,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9919500350952148
2023-02-10,2023 NBA Trade Deadline: Every move from Kevin Durant to Mo Bamba - FOX Sports,FOX Sports,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.955674409866333
2023-02-10,NBA: Kevin Durant traded to Phoenix Suns as Russell Westbrook joins Utah Jazz - BBC,BBC,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.6126507520675659
2023-02-10,Suns get Kevin Durant from the Brooklyn Nets - Taipei Times,Taipei Times,Durant to Suns,2023-02-09,1,0.0,POSITIVE,0.987591028213501
2023-02-10,"James Harden unloads on his time with Nets, Kyrie Irving, Kevin Durant - Sixers Wire",Sixers Wire,Durant to Suns,2023-02-09,1,0.0,POSITIVE,0.9816880822181702
2023-02-10,"Kevin Durant: Records, stats and other top facts - olympics.com",olympics.com,Durant to Suns,2023-02-09,1,0.2023,POSITIVE,0.9975632429122925
2023-02-10,Report: Kevin Durant Privately Requested Trade to Suns After Kyrie Irving-Mavs Deal - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9787694215774536
2023-02-10,Raptors post-deadline rumours: Kevin Durant wanted Nets to trade for Pascal Siakam - Yahoo Sports Canada,Yahoo Sports Canada,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9910846948623657
2023-02-10,"James Harden Opens Up About 'Frustrating' Nets Tenure with Kevin Durant, Kyrie Irving - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,1,-0.4404,POSITIVE,0.9824423789978027
2023-02-10,Phoenix Suns Are Clear Favorites in 'Wide-Open' West After Kevin Durant Trade - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,1,0.6597,POSITIVE,0.9994940757751465
2023-02-10,"Chicago entrepreneur, Devanchey Bell, designs clothing with a message, creates Goodsinners brand - ABC7 Chicago",ABC7 Chicago,Durant to Suns,2023-02-09,1,0.2732,POSITIVE,0.9874460697174072
2023-02-10,Exclusive | Kevin Durant celebrates Suns trade at Michael Rubin’s Super Bowl 2023 party - Page Six,Page Six,Durant to Suns,2023-02-09,1,0.8957,POSITIVE,0.9969520568847656
2023-02-10,Suns Excited Over Addition of Kevin Durant - Sports Rants,Sports Rants,Durant to Suns,2023-02-09,1,0.0258,POSITIVE,0.9993379712104797
2023-02-10,Chris Broussard lists the repercussions of Kevin Durant not being able to lead the Phoenix Suns to the NBA Finals - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9991896748542786
2023-02-10,Kyrie Irving Opens Up About Failed Nets Trio With James Harden and Kevin Durant - Sports Illustrated,Sports Illustrated,Durant to Suns,2023-02-09,1,-0.5106,POSITIVE,0.9946841597557068
2023-02-10,The Nets Fell Apart From the Top (Published 2023) - The New York Times,The New York Times,Durant to Suns,2023-02-09,1,0.2023,NEGATIVE,-0.9994043111801147
2023-02-10,This Nets experiment was always doomed to fail - Elite Sports NY,Elite Sports NY,Durant to Suns,2023-02-09,1,-0.8271,NEGATIVE,-0.9995222091674805
2023-02-10,"Kevin Durant, Kyrie Irving trades signal end of an empty era for Brooklyn Nets - TSN",TSN,Durant to Suns,2023-02-09,1,-0.2023,NEGATIVE,-0.9911064505577087
2023-02-10,NBA Rumors: Team Offered Nets 4 1sts for Mikal Bridges After Kevin Durant Trade - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.966367244720459
2023-02-10,Woj: Suns 'Pretty Close to Pivoting' to John Collins Trade During Kevin Durant Talks - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,1,0.4939,NEGATIVE,-0.8808339238166809
2023-02-10,NBA: Kyrie Irving glad Nets traded Kevin Durant - Inquirer.net,Inquirer.net,Durant to Suns,2023-02-09,1,0.4588,POSITIVE,0.8826187252998352
2023-02-10,CGTN Sports Talk: Durant in the center of a new era in the NBA - news.cgtn.com,news.cgtn.com,Durant to Suns,2023-02-09,1,0.0,POSITIVE,0.9991196990013123
2023-02-10,Mikal Bridges Understands Suns Trading Him to Nets at Deadline: 'It's KD. I Get It' - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.9073319435119629
2023-02-10,"Mikal Bridges learned via FaceTime that he was traded for Kevin Durant, and he deserved better - USA Today",USA Today,Durant to Suns,2023-02-09,1,0.4404,NEGATIVE,-0.9919167160987854
2023-02-10,"After trade deadline, NBA title road gets tougher - Jamaica Star",Jamaica Star,Durant to Suns,2023-02-09,1,0.1779,NEGATIVE,-0.9818245768547058
2023-02-10,‘OMG... LOL’: Key piece in shock KD move reveals brutal moment he learned he was traded - Fox Sports,Fox Sports,Durant to Suns,2023-02-09,1,-0.7717,POSITIVE,0.6876850724220276
2023-02-10,Kevin Durant Had The Grizzlies Offering The Nets This Package - HotNewHipHop,HotNewHipHop,Durant to Suns,2023-02-09,1,0.0,NEGATIVE,-0.7918816208839417
2023-02-10,Kyrie Irving Breaks His Silence On Failed Nets 'Big Three' With Kevin Durant And James Harden - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,1,-0.5106,NEGATIVE,-0.9930163621902466
2023-02-10,What is an unprotected draft pick in NBA? Exploring how Brooklyn Nets can rebuild with them in wake of Kevin Durant trade - Sportskeeda,Sportskeeda,Durant to Suns,2023-02-09,1,-0.3612,NEGATIVE,-0.5629982352256775
2023-02-11,James Harden on Nets after exits of Kevin Durant and Kyrie Irving: 'I don't look like the crazy one' - Yahoo Sports,Yahoo Sports,Durant to Suns,2023-02-09,2,-0.5439,NEGATIVE,-0.9515621066093445
2023-02-11,"James Harden not surprised Kevin Durant, Kyrie Irving left Nets - NBA.com",NBA.com,Durant to Suns,2023-02-09,2,-0.1695,NEGATIVE,-0.9961238503456116
2023-02-11,Mikal Bridges not shocked at Suns exit via Kevin Durant deal - ESPN,ESPN,Durant to Suns,2023-02-09,2,0.2411,POSITIVE,0.5762655138969421
2023-02-11,“I’m excited to get some competition with him” – Suns star Devin Booker heaps praise onto new teammate Kevin Durant - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,2,0.7184,POSITIVE,0.9977171421051025
2023-02-11,Mikal Bridges on Kevin Durant Deal: ‘I Would Probably Make That Trade Too’ - Sports Illustrated,Sports Illustrated,Durant to Suns,2023-02-09,2,0.0,NEGATIVE,-0.9953271150588989
2023-02-11,"James Harden talks Nets after team traded Kevin Durant, Kyrie Irving: 'I don't look like the crazy one' - CBS Sports",CBS Sports,Durant to Suns,2023-02-09,2,-0.5439,NEGATIVE,-0.9169286489486694
2023-02-11,"James Harden Opens Up About 'Frustrating' Nets Tenure with Kevin Durant, Kyrie Irving - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,2,-0.4404,POSITIVE,0.9824422597885132
2023-02-11,Inside the downfall of the Nets’ Kevin Durant-Kyrie Irving era - The Guam Daily Post,The Guam Daily Post,Durant to Suns,2023-02-09,2,0.0,NEGATIVE,-0.9919499158859253
2023-02-11,"James Harden unloads on his time with Nets, Kyrie Irving, Kevin Durant - Sixers Wire",Sixers Wire,Durant to Suns,2023-02-09,2,0.0,POSITIVE,0.9816880822181702
2023-02-11,Exclusive | Kevin Durant celebrates Suns trade at Michael Rubin’s Super Bowl 2023 party - Page Six,Page Six,Durant to Suns,2023-02-09,2,0.8957,POSITIVE,0.9969520568847656
2023-02-11,Mikal Bridges’ reaction to being traded to Nets: ‘It’s KD’ - New York Post,New York Post,Durant to Suns,2023-02-09,2,0.0,NEGATIVE,-0.9039861559867859
2023-02-11,Suns' Devin Booker has had his fill of all the Super Bowl LVII tourists - Arizona Sports,Arizona Sports,Durant to Suns,2023-02-09,2,0.5994,POSITIVE,0.9952307343482971
2023-02-11,CGTN Sports Talk: Durant in the center of a new era in the NBA - news.cgtn.com,news.cgtn.com,Durant to Suns,2023-02-09,2,0.0,POSITIVE,0.9991196990013123
2023-02-11,‘I knew what was going on’: NBA superstar exposes ‘dysfunction’ after trade bombshells - Fox Sports,Fox Sports,Durant to Suns,2023-02-09,2,-0.128,NEGATIVE,-0.9981752634048462
2023-02-11,Mikal Bridges Understands Suns Trading Him to Nets at Deadline: 'It's KD. I Get It' - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,2,0.0,NEGATIVE,-0.9073317646980286
2023-02-11,Kyrie Irving Breaks His Silence On Failed Nets 'Big Three' With Kevin Durant And James Harden - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,2,-0.5106,NEGATIVE,-0.9930163621902466
2023-02-12,"Kevin Durant 'looked great' in first practice with Phoenix Suns, working his way back from knee injury - azcentral.com and The Arizona Republic",azcentral.com and The Arizona Republic,Durant to Suns,2023-02-09,3,0.3182,POSITIVE,0.9986769556999207
2023-02-12,The 'Overly-Aggressive' Kevin Durant Trade That Brooklyn Rejected - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,3,-0.5106,NEGATIVE,-0.9967009425163269
2023-02-12,Trades Like the Kevin Durant Deal Never Happen. Here’s Why This One Did. - WSJ,WSJ,Durant to Suns,2023-02-09,3,0.3612,NEGATIVE,-0.9988923668861389
2023-02-12,"Report: Nets Blame Kyrie Irving for Kevin Durant, James Harden Superteam Breaking Up - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,3,-0.34,NEGATIVE,-0.9851095676422119
2023-02-12,Kevin Durant’s Nike KD 15 Gets The All-Star Treatment For 2023 - Sole Retriever,Sole Retriever,Durant to Suns,2023-02-09,3,0.0,NEGATIVE,-0.9600867033004761
2023-02-12,"James Harden talks Nets after team traded Kevin Durant, Kyrie Irving: 'I don't look like the crazy one' - CBS Sports",CBS Sports,Durant to Suns,2023-02-09,3,-0.5439,NEGATIVE,-0.9169286489486694
2023-02-12,"James Harden not surprised Kevin Durant, Kyrie Irving fled Nets’ ‘dysfunction’ - FOX Sports",FOX Sports,Durant to Suns,2023-02-09,3,-0.1695,NEGATIVE,-0.9945823550224304
2023-02-12,"Suns reset with Kevin Durant in building, focus on not skipping steps - Arizona Sports",Arizona Sports,Durant to Suns,2023-02-09,3,0.0,POSITIVE,0.9980917572975159
2023-02-12,"Mikal Bridges, Philly native and former Villanova star, ready for new phase with Brooklyn Nets - Inquirer.com",Inquirer.com,Durant to Suns,2023-02-09,3,0.3612,POSITIVE,0.969994306564331
2023-02-12,Kevin Durant Stars in Nike’s Black History Month Campaign - Nice Kicks,Nice Kicks,Durant to Suns,2023-02-09,3,0.4215,POSITIVE,0.9923805594444275
2023-02-12,Mikal Bridges’ reaction to being traded to Nets: ‘It’s KD’ - New York Post,New York Post,Durant to Suns,2023-02-09,3,0.0,NEGATIVE,-0.9039861559867859
2023-02-12,New Phoenix Suns Warren And Bazley Have Connections To Arizona - Arizona Daily Independent,Arizona Daily Independent,Durant to Suns,2023-02-09,3,0.0,POSITIVE,0.9961014986038208
2023-02-12,Still 'Fine in the West': Ja Morant won't back down on confidence in Memphis Grizzlies - The Commercial Appeal,The Commercial Appeal,Durant to Suns,2023-02-09,3,0.6249,NEGATIVE,-0.8711693286895752
2023-02-12,15 Best Players In Brooklyn Nets History - TheSportster,TheSportster,Durant to Suns,2023-02-09,3,0.6369,POSITIVE,0.9997435212135315
2023-02-12,‘I knew what was going on’: NBA superstar exposes ‘dysfunction’ after trade bombshells - Fox Sports,Fox Sports,Durant to Suns,2023-02-09,3,-0.128,NEGATIVE,-0.9981752634048462
2023-02-12,Suns' Devin Booker has had his fill of all the Super Bowl LVII tourists - Arizona Sports,Arizona Sports,Durant to Suns,2023-02-09,3,0.5994,POSITIVE,0.9952307343482971
2023-02-12,"Despite His Annoyance, Devin Booker Joined New Teammate Kevin Durant in the Wild Super Bowl Party - EssentiallySports",EssentiallySports,Durant to Suns,2023-02-09,3,0.8206,NEGATIVE,-0.9601048827171326
2023-02-12,Kevin Durant Has Had The Greatest And Most Talented Teammates In NBA History - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,3,0.8313,POSITIVE,0.9914488196372986
2023-02-12,2022-23 Dallas Mavericks vs. 2022-23 Phoenix Suns Full Comparison - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,3,0.0,NEGATIVE,-0.9805511236190796
2023-02-13,"Kevin Durant practices with Suns, to be introduced at news conference on Feb. 16 - FOX 10 Phoenix",FOX 10 Phoenix,Durant to Suns,2023-02-09,4,0.0,POSITIVE,0.9768234491348267
2023-02-13,"Suns' Kevin Durant Looks 'Great' at Practice amid Knee Injury Recovery, HC Says - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,4,0.3182,POSITIVE,0.9983922839164734
2023-02-13,Devin Booker: Kevin Durant trade makes for exciting times - ESPN,ESPN,Durant to Suns,2023-02-09,4,0.4939,POSITIVE,0.9955199956893921
2023-02-13,"Kevin Durant 'looked great' in first practice with Phoenix Suns, working his way back from knee injury - azcentral.com and The Arizona Republic",azcentral.com and The Arizona Republic,Durant to Suns,2023-02-09,4,0.3182,POSITIVE,0.9986769556999207
2023-02-13,The 'Overly-Aggressive' Kevin Durant Trade That Brooklyn Rejected - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,4,-0.5106,NEGATIVE,-0.9967009425163269
2023-02-13,Trades Like the Kevin Durant Deal Never Happen. Here’s Why This One Did. - WSJ,WSJ,Durant to Suns,2023-02-09,4,0.3612,NEGATIVE,-0.9988923668861389
2023-02-13,Kevin Durant’s Nike KD 15 Gets The All-Star Treatment For 2023 - Sole Retriever,Sole Retriever,Durant to Suns,2023-02-09,4,0.0,NEGATIVE,-0.9600867033004761
2023-02-13,"Suns reset with Kevin Durant in building, focus on not skipping steps - Arizona Sports",Arizona Sports,Durant to Suns,2023-02-09,4,0.0,POSITIVE,0.9980917572975159
2023-02-13,"Mikal Bridges, Philly native and former Villanova star, ready for new phase with Brooklyn Nets - Inquirer.com",Inquirer.com,Durant to Suns,2023-02-09,4,0.3612,POSITIVE,0.969994306564331
2023-02-13,Kevin Durant Stars in Nike’s Black History Month Campaign - Nice Kicks,Nice Kicks,Durant to Suns,2023-02-09,4,0.4215,POSITIVE,0.9923805594444275
2023-02-13,"Report: Nets Blame Kyrie Irving for Kevin Durant, James Harden Superteam Breaking Up - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,4,-0.34,NEGATIVE,-0.9851095676422119
2023-02-13,New Phoenix Suns Warren And Bazley Have Connections To Arizona - Arizona Daily Independent,Arizona Daily Independent,Durant to Suns,2023-02-09,4,0.0,POSITIVE,0.9961014986038208
2023-02-13,Still 'Fine in the West': Ja Morant won't back down on confidence in Memphis Grizzlies - The Commercial Appeal,The Commercial Appeal,Durant to Suns,2023-02-09,4,0.6249,NEGATIVE,-0.8711693286895752
2023-02-13,15 Best Players In Brooklyn Nets History - TheSportster,TheSportster,Durant to Suns,2023-02-09,4,0.6369,POSITIVE,0.9997435212135315
2023-02-13,"Despite His Annoyance, Devin Booker Joined New Teammate Kevin Durant in the Wild Super Bowl Party - EssentiallySports",EssentiallySports,Durant to Suns,2023-02-09,4,0.8206,NEGATIVE,-0.9601048827171326
2023-02-13,Kevin Durant Has Had The Greatest And Most Talented Teammates In NBA History - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,4,0.8313,POSITIVE,0.9914488196372986
2023-02-13,2022-23 Dallas Mavericks vs. 2022-23 Phoenix Suns Full Comparison - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,4,0.0,NEGATIVE,-0.9805511236190796
2023-02-14,Chris Paul not taking Suns' addition of Kevin Durant for granted - ESPN,ESPN,Durant to Suns,2023-02-09,5,0.25,NEGATIVE,-0.9758944511413574
2023-02-14,Suns’ first home game with Kevin Durant on bench offers taste of excitement to come - PHNX Sports,PHNX Sports,Durant to Suns,2023-02-09,5,0.4939,POSITIVE,0.9984474778175354
2023-02-14,"Kevin Durant practices with Suns, to be introduced at news conference on Feb. 16 - FOX 10 Phoenix",FOX 10 Phoenix,Durant to Suns,2023-02-09,5,0.0,POSITIVE,0.9768234491348267
2023-02-14,"Suns' Kevin Durant Looks 'Great' at Practice amid Knee Injury Recovery, HC Says - Bleacher Report",Bleacher Report,Durant to Suns,2023-02-09,5,0.3182,POSITIVE,0.9983922839164734
2023-02-14,Devin Booker: Kevin Durant trade makes for exciting times - ESPN,ESPN,Durant to Suns,2023-02-09,5,0.4939,POSITIVE,0.9955199956893921
2023-02-14,Devin Booker and Chris Paul React to Having Kevin Durant in Phoenix - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,5,0.0,POSITIVE,0.985024094581604
2023-02-14,‘Three years of malfeasance’: Inside the demise of the Nets’ dysfunctional superteam - New York Post,New York Post,Durant to Suns,2023-02-09,5,0.0,NEGATIVE,-0.9888691902160645
2023-02-14,"Booker, Suns down Kings as Durant cheers from bench - Rappler",Rappler,Durant to Suns,2023-02-09,5,0.4767,POSITIVE,0.9927409291267395
2023-02-14,Nets face challenge of sorting through their new depth - New York Post,New York Post,Durant to Suns,2023-02-09,5,0.0772,NEGATIVE,-0.9675478339195251
2023-02-14,Paul George Opens Up On 'Challenge' To Face Kyrie Irving And Kevin Durant In The Western Conference - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,5,0.0772,POSITIVE,0.9953601956367493
2023-02-15,Chris Paul not taking Suns' addition of Kevin Durant for granted - ESPN,ESPN,Durant to Suns,2023-02-09,6,0.25,NEGATIVE,-0.9758944511413574
2023-02-15,"Kevin Durant says Suns have 'all the pieces,' then explains why Nets didn't work out - Yahoo Sports",Yahoo Sports,Durant to Suns,2023-02-09,6,0.0,NEGATIVE,-0.9857655167579651
2023-02-15,Suns’ first home game with Kevin Durant on bench offers taste of excitement to come - PHNX Sports,PHNX Sports,Durant to Suns,2023-02-09,6,0.4939,POSITIVE,0.9984474778175354
2023-02-15,Kevin Durant wows Suns fans during first press conference in Phoenix - Cronkite News,Cronkite News,Durant to Suns,2023-02-09,6,0.4588,POSITIVE,0.9989539384841919
2023-02-15,"Kevin Durant cheered by fans, says Phoenix Suns have 'all the pieces to be successful' - FOX 10 Phoenix",FOX 10 Phoenix,Durant to Suns,2023-02-09,6,0.7964,POSITIVE,0.999502420425415
2023-02-15,Kevin Durant expected to make debut with Phoenix Suns after All-Star break - ABC15 Arizona,ABC15 Arizona,Durant to Suns,2023-02-09,6,0.0,POSITIVE,0.9277858138084412
2023-02-15,"Kevin Durant talks Suns' title hopes, 'ups and downs' with Nets - ESPN",ESPN,Durant to Suns,2023-02-09,6,0.4215,POSITIVE,0.9606471061706543
2023-02-15,Kevin Durant Has a Message For Suns Fans - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,6,0.0,POSITIVE,0.9992875456809998
2023-02-15,Kevin Durant shares why there is a lot of pressure playing for the Phoenix Suns at this stage of his career - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,6,0.2023,NEGATIVE,-0.9262980818748474
2023-02-15,Photos: Phoenix Suns introduce Kevin Durant - azcentral.com and The Arizona Republic,azcentral.com and The Arizona Republic,Durant to Suns,2023-02-09,6,0.0,POSITIVE,0.9973690509796143
2023-02-15,NBA star Chris Paul sent stern warning over Kevin Durant trade to Phoenix Suns - The Mirror,The Mirror,Durant to Suns,2023-02-09,6,-0.34,NEGATIVE,-0.9938832521438599
2023-02-15,Fans hyped up for Kevin Durant's trade to Phoenix Suns - ABC7 WWSB,ABC7 WWSB,Durant to Suns,2023-02-09,6,0.0,NEGATIVE,-0.6610711216926575
2023-02-15,Kevin Durant Tears Up Thinking About Failed Nets Big 3 - Fox News,Fox News,Durant to Suns,2023-02-09,6,-0.6369,NEGATIVE,-0.7716851234436035
2023-02-15,Kevin Durant chokes up when talking about Brooklyn Nets teammates and Kyrie Irving - MARCA,MARCA,Durant to Suns,2023-02-09,6,-0.4588,NEGATIVE,-0.9983012676239014
2023-02-15,Kevin Durant ‘upset’ his time with Nets came to an end: ‘I built a family over there’ - New York Daily News,New York Daily News,Durant to Suns,2023-02-09,6,0.0,NEGATIVE,-0.9977030158042908
2023-02-15,‘Three years of malfeasance’: Inside the demise of the Nets’ dysfunctional superteam - New York Post,New York Post,Durant to Suns,2023-02-09,6,0.0,NEGATIVE,-0.9888691902160645
2023-02-15,Devin Booker and Chris Paul React to Having Kevin Durant in Phoenix - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,6,0.0,POSITIVE,0.985024094581604
2023-02-15,"How the Suns' deal for Kevin Durant came together, fell apart and then shocked the NBA - ESPN",ESPN,Durant to Suns,2023-02-09,6,-0.3182,NEGATIVE,-0.910721480846405
2023-02-15,Nets face challenge of sorting through their new depth - New York Post,New York Post,Durant to Suns,2023-02-09,6,0.0772,NEGATIVE,-0.9675478339195251
2023-02-15,"Booker, Suns down Kings as Durant cheers from bench - Rappler",Rappler,Durant to Suns,2023-02-09,6,0.4767,POSITIVE,0.9927409291267395
2023-02-15,Paul George Opens Up On 'Challenge' To Face Kyrie Irving And Kevin Durant In The Western Conference - Fadeaway World,Fadeaway World,Durant to Suns,2023-02-09,6,0.0772,POSITIVE,0.9953601956367493
2023-02-15,20 Songs about Kevin - Singersroom.com,Singersroom.com,Durant to Suns,2023-02-09,6,0.0,POSITIVE,0.5917821526527405
2023-02-16,"Kevin Durant talks Suns' title hopes, 'ups and downs' with Nets - ESPN",ESPN,Durant to Suns,2023-02-09,7,0.4215,POSITIVE,0.9606471061706543
2023-02-16,"Kevin Durant says Suns have 'all the pieces,' then explains why Nets didn't work out - Yahoo Sports",Yahoo Sports,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.9857655167579651
2023-02-16,Kevin Durant on his arrival in Phoenix: ‘I could feel the excitement as soon as I got off the plane’ - CNN,CNN,Durant to Suns,2023-02-09,7,0.4939,POSITIVE,0.9977060556411743
2023-02-16,Kevin Durant wows Suns fans during first press conference in Phoenix - Cronkite News,Cronkite News,Durant to Suns,2023-02-09,7,0.4588,POSITIVE,0.9989539384841919
2023-02-16,Kevin Durant sets tone for Suns tenure with introductory press conference - PHNX Sports,PHNX Sports,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9922388195991516
2023-02-16,Kevin Durant expected to make debut with Phoenix Suns after All-Star break - ABC15 Arizona,ABC15 Arizona,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9277858138084412
2023-02-16,The Ultimate All-Star Team | Golden State Warriors - NBA.com,NBA.com,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9994357228279114
2023-02-16,Chris Paul not taking Suns' addition of Kevin Durant for granted - ESPN,ESPN,Durant to Suns,2023-02-09,7,0.25,NEGATIVE,-0.9758944511413574
2023-02-16,Kevin Durant on Suns Trade: 'I Can See Myself Being Here for the Rest of My Career' - Bleacher Report,Bleacher Report,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9475505352020264
2023-02-16,Kevin Durant Has a Message For Suns Fans - Basketball Forever,Basketball Forever,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9992875456809998
2023-02-16,Kevin Durant shares why there is a lot of pressure playing for the Phoenix Suns at this stage of his career - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,7,0.2023,NEGATIVE,-0.9262982606887817
2023-02-16,Kevin Durant haters continue to call him a ring chaser - The Providence Journal,The Providence Journal,Durant to Suns,2023-02-09,7,-0.4939,NEGATIVE,-0.8604886531829834
2023-02-16,Photos: Phoenix Suns introduce Kevin Durant - azcentral.com and The Arizona Republic,azcentral.com and The Arizona Republic,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9973690509796143
2023-02-16,NBA star Chris Paul sent stern warning over Kevin Durant trade to Phoenix Suns - The Mirror,The Mirror,Durant to Suns,2023-02-09,7,-0.34,NEGATIVE,-0.9938832521438599
2023-02-16,"How the Suns' deal for Kevin Durant came together, fell apart and then shocked the NBA - ESPN",ESPN,Durant to Suns,2023-02-09,7,-0.3182,NEGATIVE,-0.9107208847999573
2023-02-16,Phoenix Suns introduce Kevin Durant - azcentral.com and The Arizona Republic,azcentral.com and The Arizona Republic,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9958248138427734
2023-02-16,“I didn’t know what was going on with Kyrie and his situation with the organization” – Kevin Durant opens up about leaving Brooklyn Nets - Basketball Network,Basketball Network,Durant to Suns,2023-02-09,7,0.0,POSITIVE,0.9663490056991577
2023-02-16,Fans hyped up for Kevin Durant's trade to Phoenix Suns - ABC7 WWSB,ABC7 WWSB,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.6610732078552246
2023-02-16,Kevin Durant jokes about the Nets big three with Harden and Irving - BasketNews.com,BasketNews.com,Durant to Suns,2023-02-09,7,0.25,POSITIVE,0.9568436145782471
2023-02-16,Kevin Durant Tears Up Thinking About Failed Nets Big 3 - Fox News,Fox News,Durant to Suns,2023-02-09,7,-0.6369,NEGATIVE,-0.7716851234436035
2023-02-16,Kevin Durant chokes up when talking about Brooklyn Nets teammates and Kyrie Irving - MARCA,MARCA,Durant to Suns,2023-02-09,7,-0.4588,NEGATIVE,-0.9983012676239014
2023-02-16,"Durant cheered by fans, says Suns have ‘all the pieces’ - KOLD",KOLD,Durant to Suns,2023-02-09,7,0.5106,POSITIVE,0.999371349811554
2023-02-16,Kevin Durant mocks Shaq after Rui Hachimura apology goes wrong - New York Post,New York Post,Durant to Suns,2023-02-09,7,-0.7096,NEGATIVE,-0.9963899254798889
2023-02-16,Kevin Durant ‘upset’ his time with Nets came to an end: ‘I built a family over there’ - New York Daily News,New York Daily News,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.9977030158042908
2023-02-16,‘Emotional’ Durant breaks silence on ‘terrible’ Nets moves - and why Kyrie trade was ‘hard to stomach’ - Fox Sports,Fox Sports,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.8438740968704224
2023-02-16,Durant says Suns have ‘all the pieces’ now for title tilt - Times of Malta,Times of Malta,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.536268949508667
2023-02-16,Upset Kevin Durant Goes No Holds Barred on Kyrie Irving - EssentiallySports,EssentiallySports,Durant to Suns,2023-02-09,7,-0.5859,NEGATIVE,-0.9985880255699158
2023-02-16,Suns star Kevin Durant’s 1-word response to Shaq accidentally calling Rui Hachimura ‘Rudy’ - ClutchPoints,ClutchPoints,Durant to Suns,2023-02-09,7,-0.34,NEGATIVE,-0.9597580432891846
2023-02-16,Suns’ Devin Booker Expects NBA Title After Kevin Durant Trade - NBA Analysis Network,NBA Analysis Network,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.9992198944091797
2023-02-16,"Kevin Durant On Long-Term Future With Suns: ""I Can See Myself Being Here For The Rest Of My Career. But Who Knows?"" - Fadeaway World",Fadeaway World,Durant to Suns,2023-02-09,7,0.0,NEGATIVE,-0.7572449445724487
2023-02-17,Kevin Durant on his arrival in Phoenix: ‘I could feel the excitement as soon as I got off the plane’ - CNN,CNN,Durant to Suns,2023-02-09,8,0.4939,POSITIVE,0.9977060556411743
2023-02-17,"Kyrie Irving, Kevin Durant defend trade requests: Good for NBA - ESPN",ESPN,Durant to Suns,2023-02-09,8,0.4404,POSITIVE,0.6761496663093567
